"","gene_id","chr","category","number_variant","SKAT(1,25)","SKAT(1,25)-CADD.PHRED","SKAT(1,25)-LINSIGHT.PHRED","SKAT(1,25)-FATHMM.XF.PHRED","SKAT(1,25)-APC1.PHRED","SKAT(1,25)-APC2.PHRED","SKAT(1,25)-APC3.PHRED","SKAT(1,25)-APC4.PHRED","SKAT(1,25)-APC5.PHRED","SKAT(1,25)-APC6.PHRED","SKAT(1,25)-APC7.PHRED","SKAT(1,25)-APC8.PHRED","SKAT(1,25)-APC9.PHRED","STAAR-S(1,25)","SKAT(1,1)","SKAT(1,1)-CADD.PHRED","SKAT(1,1)-LINSIGHT.PHRED","SKAT(1,1)-FATHMM.XF.PHRED","SKAT(1,1)-APC1.PHRED","SKAT(1,1)-APC2.PHRED","SKAT(1,1)-APC3.PHRED","SKAT(1,1)-APC4.PHRED","SKAT(1,1)-APC5.PHRED","SKAT(1,1)-APC6.PHRED","SKAT(1,1)-APC7.PHRED","SKAT(1,1)-APC8.PHRED","SKAT(1,1)-APC9.PHRED","STAAR-S(1,1)","Burden(1,25)","Burden(1,25)-CADD.PHRED","Burden(1,25)-LINSIGHT.PHRED","Burden(1,25)-FATHMM.XF.PHRED","Burden(1,25)-APC1.PHRED","Burden(1,25)-APC2.PHRED","Burden(1,25)-APC3.PHRED","Burden(1,25)-APC4.PHRED","Burden(1,25)-APC5.PHRED","Burden(1,25)-APC6.PHRED","Burden(1,25)-APC7.PHRED","Burden(1,25)-APC8.PHRED","Burden(1,25)-APC9.PHRED","STAAR-B(1,25)","Burden(1,1)","Burden(1,1)-CADD.PHRED","Burden(1,1)-LINSIGHT.PHRED","Burden(1,1)-FATHMM.XF.PHRED","Burden(1,1)-APC1.PHRED","Burden(1,1)-APC2.PHRED","Burden(1,1)-APC3.PHRED","Burden(1,1)-APC4.PHRED","Burden(1,1)-APC5.PHRED","Burden(1,1)-APC6.PHRED","Burden(1,1)-APC7.PHRED","Burden(1,1)-APC8.PHRED","Burden(1,1)-APC9.PHRED","STAAR-B(1,1)","ACAT-V(1,25)","ACAT-V(1,25)-CADD.PHRED","ACAT-V(1,25)-LINSIGHT.PHRED","ACAT-V(1,25)-FATHMM.XF.PHRED","ACAT-V(1,25)-APC1.PHRED","ACAT-V(1,25)-APC2.PHRED","ACAT-V(1,25)-APC3.PHRED","ACAT-V(1,25)-APC4.PHRED","ACAT-V(1,25)-APC5.PHRED","ACAT-V(1,25)-APC6.PHRED","ACAT-V(1,25)-APC7.PHRED","ACAT-V(1,25)-APC8.PHRED","ACAT-V(1,25)-APC9.PHRED","STAAR-A(1,25)","ACAT-V(1,1)","ACAT-V(1,1)-CADD.PHRED","ACAT-V(1,1)-LINSIGHT.PHRED","ACAT-V(1,1)-FATHMM.XF.PHRED","ACAT-V(1,1)-APC1.PHRED","ACAT-V(1,1)-APC2.PHRED","ACAT-V(1,1)-APC3.PHRED","ACAT-V(1,1)-APC4.PHRED","ACAT-V(1,1)-APC5.PHRED","ACAT-V(1,1)-APC6.PHRED","ACAT-V(1,1)-APC7.PHRED","ACAT-V(1,1)-APC8.PHRED","ACAT-V(1,1)-APC9.PHRED","STAAR-A(1,1)","ACAT-O","STAAR-O"
"11","lnckb.10061","chr11","lncRNA_cond","2140","0.00925770674190103","0.00325210022839387","0.0312585909658737","0.0154476537452247","0.0362590166953521","0.0203631376002455","0.0127073824746501","0.00514051016911535","0.0169543537052829","0.005256196443261","0.015835645113061","0.0330089468292237","0.00925770674190103","0.00990425314092402","0.0132944310593696","0.00528571829013479","0.030438834258673","0.0188892251893687","0.0298646382686815","0.0217367747251082","0.0102720559698145","0.00749918150929318","0.0201835624491028","0.0103827899182336","0.0190554250340497","0.0291555780656219","0.0132944310593695","0.0134288489009637","0.902277725481142","0.91949479470891","0.924196839264384","0.841045127606222","0.451924009456706","0.469133432278627","0.361590728528281","0.64474721051159","0.598043431570122","0.49708303843586","0.810370297524334","0.866853640242388","0.902277725481144","0.8160912157636","0.965286259888489","0.926076615331728","0.946502905903711","0.985991378992899","0.54068657616647","0.581759484581434","0.466059397679806","0.800408247276578","0.739539083477075","0.434413999393025","0.652313268827314","0.698406419409244","0.965286259888493","0.925761730895915","1.03882604817149e-16","7.53737841476824e-17","1.0997639254384e-16","1.30667688196847e-16","2.84450490465985e-16","2.3854047199921e-16","3.75055385746701e-16","9.11710282707963e-17","1.75039916781871e-16","5.71275019288868e-17","1.21211661575252e-16","2.14944983957325e-16","1.03882604817149e-16","1.38782929245166e-16","1.20399518044476e-16","8.7849654639717e-17","1.26542445818904e-16","1.51957025166684e-16","3.27833002987387e-16","2.77311500850816e-16","4.32456182501915e-16","1.06139355131451e-16","2.03686316501437e-16","6.56745330279014e-17","1.42565258199193e-16","2.51055015523584e-16","1.20399518044476e-16","1.62937578264499e-16","4.44089209850063e-16","4.44089209850063e-16"
"12","lnckb.100774","chr11","lncRNA_cond","811","1.61522826070784e-06","5.41751729147375e-05","0.000868013800187712","1.24336976971227e-05","5.92780011511568e-10","2.80325659061434e-08","9.10642439780911e-09","3.84538199799468e-05","1.9497289310014e-06","1.08251369414908e-06","3.38541915472497e-06","6.95082416103558e-05","1.61522826070779e-06","7.08229741519517e-09","1.33050719492296e-05","0.000207244314527107","0.00205281948413727","6.00993918495898e-05","3.71588613676081e-08","4.65413823982251e-07","2.15472687567707e-08","0.000153018869683993","1.59068016022653e-05","8.84884923654844e-06","1.56580882283861e-05","0.000222085928572268","1.33050719492294e-05","1.71294362028007e-07","0.971068476437074","0.986668064310373","0.326440271154601","0.753570997852888","0.235105938330955","0.462860078959247","0.354401048725325","0.995106980175068","0.953818148353549","0.742687934959306","0.527362343303137","0.433936677665299","0.971068476437076","0.964847474645558","0.972593215309617","0.89194336076695","0.317560643704014","0.680780984304732","0.262820485284457","0.531332734866481","0.350467805251892","0.917680770455555","0.896724817234722","0.791044024002587","0.498784905065133","0.383237352146548","0.972593215309615","0.878295460604565","2.73981253023277e-14","1.95043483264491e-14","4.8361467341819e-14","2.6295786729776e-14","1.63890589811904e-14","1.60631786944845e-14","1.34396681183331e-14","2.12136169042639e-14","2.76119213632636e-14","2.6730063336136e-14","4.07877832276067e-14","3.52198261769403e-14","2.73981253023277e-14","2.35367281220533e-14","3.27635211427744e-14","2.26889460380495e-14","5.80974110484166e-14","3.12452889082994e-14","1.98504872245361e-14","1.8906022031908e-14","1.53100895304607e-14","2.48471212484226e-14","3.30061384439658e-14","3.2005399638774e-14","4.80780403455711e-14","4.17775497672597e-14","3.27635211427744e-14","2.77555756156289e-14","8.95949980872501e-14","7.62723217917483e-14"
"13","lnckb.100774","chr11","lncRNA_cond","802","2.90059155022292e-12","2.44834346398781e-11","1.00232870986664e-10","1.01194911596831e-11","8.97878953298871e-13","2.34631641351326e-12","4.76362839442447e-08","2.13289130063116e-11","2.92663492790658e-12","3.43028036285166e-12","3.96811082387748e-12","2.4595146391285e-11","2.90059155022279e-12","3.87845311422552e-12","1.00928247523282e-11","5.55323340131691e-11","1.89937144697688e-10","2.6355416607583e-11","7.91898335648972e-12","9.56472711781524e-12","1.77247730711076e-08","4.9485158927423e-11","1.03925969050733e-11","1.07703607322774e-11","9.28154379681013e-12","5.56166993912769e-11","1.00928247523278e-11","1.5752621429499e-11","0.0506672966785853","0.0878969601836234","0.16376662035816","0.0242747131404803","0.508400459557746","0.0843349222351734","0.854491638187797","0.0670581857795012","0.0364884010035947","0.146059753996533","0.0329903764346835","0.00919649655767631","0.0506672966785874","0.0446481380376911","0.0241221293443996","0.0350839419330195","0.102362646009717","0.0089133376607364","0.329023214297343","0.0312013052859079","0.9975948510758","0.0265685127971723","0.0167414577456708","0.0809044661875269","0.013849361906071","0.00304486006303481","0.0241221293443971","0.0358904634345689","1.18334274749864e-08","7.39774794532883e-09","1.69204531432328e-08","9.2053212198098e-09","1.39355964089775e-08","1.14852886337431e-08","4.14970622962343e-08","7.76656818492249e-09","1.18853034661465e-08","1.16690326797812e-08","9.73906323621702e-09","1.1542948169195e-08","1.18334274749864e-08","1.13760638686955e-08","1.03827841691958e-08","6.30881316213462e-09","1.48729169240961e-08","8.02270312085596e-09","1.2396009537356e-08","9.91875619239107e-09","3.49565334517497e-08","6.66973052108812e-09","1.04242935704568e-08","1.02512350517935e-08","8.425461959818e-09","1.00353168625194e-08","1.03827841691958e-08","9.88697868020694e-09","1.35129685219226e-11","1.8662404954739e-11"
"14","lnckb.100776","chr11","lncRNA_cond","1043","4.00281823710179e-06","1.56598113470642e-06","1.42058164635075e-06","1.02247392843835e-05","2.60546761744893e-06","4.65469236641643e-05","5.20006918587262e-06","1.14296019914777e-06","6.67929211605151e-06","1.22473230557285e-05","4.23744331223023e-05","2.25077406180655e-06","4.00281823710164e-06","3.1616783785493e-06","1.62263869903998e-05","7.94910605947695e-06","2.13785880620136e-05","6.42236012656307e-05","4.89257616551238e-05","0.000118336918986326","5.72229505534328e-05","4.84444431527878e-06","2.65994516686815e-05","3.82145616917775e-05","9.63844904919148e-05","2.19853529010563e-05","1.62263869904002e-05","1.9011057823648e-05","0.765383283185905","0.417458162686952","0.191594891347774","0.427879034998267","0.355201125252507","0.0466396331757583","0.569692994433428","0.531556082028324","0.364342102792322","0.952733376342186","0.832186131985744","0.233122810441253","0.765383283185901","0.503551772173507","0.871726879694015","0.542740354118456","0.233166410268436","0.502189265443711","0.421989751990166","0.056603536120561","0.656907689049478","0.676625015148868","0.443041764495309","0.942617833468652","0.956165576170473","0.298765801054468","0.871726879694013","0.721435852382524","5.39391059561484e-27","3.05535555579236e-27","4.72663183964228e-27","4.57804809667221e-27","3.80804856539911e-27","1.30426794491311e-26","4.07637711930837e-27","2.9069388839002e-27","4.96599009449755e-27","5.57136315891281e-27","5.00868600954414e-27","4.4816204766873e-27","5.39391059561484e-27","4.54494182997087e-27","6.10927057564332e-27","3.45092146887901e-27","5.37328903169128e-27","5.23102585471024e-27","4.39289534918255e-27","1.44284976295949e-26","4.68790286647155e-27","3.27170054009519e-27","5.66416986775297e-27","6.29384752705054e-27","5.73159099570298e-27","5.16467948483137e-27","6.10927057564332e-27","5.17132180215008e-27","1.71880415332985e-26","1.4513824036515e-26"
"15","lnckb.100776","chr11","lncRNA_cond","1040","9.24137921570517e-10","9.86593536933914e-10","2.54948496462346e-11","6.41871571742569e-09","1.28311279556429e-09","8.66796742758265e-10","1.21090065886229e-08","9.96429608040731e-10","3.79375402614114e-10","1.32209658810335e-08","4.49905752422827e-07","1.86225758606211e-10","9.24137921570573e-10","2.42266318117856e-10","4.76133916002376e-09","5.43685569823583e-09","3.75075845760441e-09","6.74322098586095e-08","1.01217578711686e-07","3.83030605852618e-09","3.14167865295379e-07","4.48959532809924e-09","2.7582835797607e-09","4.72330156318208e-08","1.0088338646109e-06","7.11558171457902e-09","4.76133916002386e-09","6.81505429867002e-09","0.500367517263371","0.836689387603192","0.930443766283855","0.931477404332303","0.444082725378288","0.0223512783767409","0.418067383801064","0.570552755104969","0.425981090539664","0.549099782908508","0.17753108653008","0.56915889923988","0.500367517263367","0.382208784800369","0.398243390909587","0.983556579988492","0.940566822179737","0.828045460694312","0.371163414778647","0.0295937049492068","0.361942685081785","0.717041854006667","0.308655972127194","0.457898683552947","0.131352476226053","0.46553331447313","0.398243390909594","0.732216467410737","1.00458973168284e-14","5.69496401116099e-15","8.79334772762445e-15","8.51922412988014e-15","7.08648351595025e-15","2.43502600053732e-14","7.59360471094781e-15","5.41615443399937e-15","9.23785315885407e-15","1.03809817699746e-14","9.3282853188273e-15","8.34601061147637e-15","1.00458973168284e-14","8.43769498715119e-15","1.13875326290674e-14","6.44052429116689e-15","1.00039792702509e-14","9.7424514816214e-15","8.18227773644881e-15","2.69512278639206e-14","8.73945882301706e-15","6.10404683698828e-15","1.05448463984896e-14","1.17369826584535e-14","1.06829880044417e-14","9.62532751115401e-15","1.13875326290674e-14","9.65894031423886e-15","3.19744231092045e-14","2.70894418008538e-14"
"16","NONHSAG063124.1","chr11","lncRNA_cond","402","1.06709701244425e-13","2.19854170807946e-18","9.45178786744247e-11","5.35311504862244e-14","2.04324275903539e-19","1.63899201677824e-19","7.68680504690648e-20","7.85594349914746e-19","4.24286185141344e-16","9.39396057571894e-12","2.63154290717359e-16","1.50076371185774e-19","1.0670970124443e-13","4.01216713612187e-19","1.50908372777316e-14","2.17573135979511e-18","2.21866217328282e-11","7.43625585542693e-15","2.69418976442067e-19","1.85047045072218e-19","9.9286752540977e-20","8.24471962847403e-19","3.87504278565206e-17","1.90735644552388e-12","1.79659032327511e-17","2.15198718101176e-19","1.50908372777314e-14","5.08037258279101e-19","0.441973473998633","3.94926428196898e-07","0.632059609747805","0.615559791792303","0.000788728609387995","0.00799216361795781","0.0440729284995137","2.89207687296608e-05","0.0961582984338429","0.868212664056702","0.764067117795007","0.00179062955526072","0.441973473998633","5.06099183728015e-06","0.360730713353658","2.56194907188223e-08","0.698449556108715","0.50936759400895","0.000147008404981854","0.0026031206210984","0.0157597934153976","3.74859616981391e-06","0.0600841420377127","0.810849944803332","0.915786488538111","0.000366995727869596","0.36073071335366","3.30708658680123e-07","4.56986922383959e-17","1.94516503665548e-17","5.35568674054928e-17","4.82207191636068e-17","2.4481063989929e-17","3.04384916736377e-17","3.02146014080489e-17","2.40051887763057e-17","3.1101070782483e-17","6.39334305033776e-17","5.21635918921986e-17","2.58111484688651e-17","4.56986922383959e-17","3.34407422297729e-17","3.64860303529806e-17","1.58888753826614e-17","4.32096257890992e-17","3.82728639134933e-17","1.99069892735776e-17","2.44353590656117e-17","2.42761747806368e-17","1.93523669230483e-17","2.54626628732396e-17","5.02559600226097e-17","4.08415083790948e-17","2.08347544426561e-17","3.64860303529806e-17","2.6931810486649e-17","1.21542097604672e-16","1.32514317487591e-18"
"17","NONHSAG009700.3","chr11","lncRNA_cond","966","3.14475172576467e-10","0.000109260634978292","2.11555348170716e-10","6.28183649365102e-10","4.95608426027546e-07","6.94782613526995e-07","3.51622440059884e-10","1.54846277370783e-05","3.58568218273171e-13","7.05723585349733e-09","7.51987167417085e-08","1.93902337236385e-07","3.37007974153497e-10","4.63573623932234e-12","2.98886415508332e-10","0.000163521152991258","2.30112932534375e-10","8.29631741352203e-10","5.38324219001993e-07","9.22100004396595e-07","2.10712701698665e-10","2.05949495169214e-05","9.66601075516138e-13","6.0052778060272e-09","1.00138098902147e-07","1.62912050983125e-07","3.13003999388671e-10","1.2362777468411e-11","0.000100334501049901","0.0547335638433711","4.60725564983651e-05","0.000434618606823457","0.00237190873506659","0.0176172251972316","0.000398974360059139","0.065686504860897","1.77863539220607e-06","0.000650512279768926","0.00459202182104501","0.00072563398132475","0.000169249962997354","2.1372420265342e-05","5.27746131937568e-05","0.0526399657442892","2.42651339212177e-05","0.00026188593040883","0.00191314246660793","0.0157565585903844","0.000283317903026195","0.0666871755898375","7.00108897393546e-07","0.000402688548206659","0.00357226731677382","0.000472904834014115","9.00786887817786e-05","8.59529073671261e-06","6.58396088969776e-11","3.13478620321538e-09","5.87046194080046e-11","4.09942780552611e-11","6.66923679997507e-11","5.49256413377041e-11","5.213011933781e-11","5.23819123551259e-10","4.57819088367521e-11","8.11246232068483e-11","5.1602993179118e-11","5.41465996739407e-11","6.74417362534347e-11","6.5632721479858e-11","5.85494002158153e-11","2.78564320564662e-09","5.24692858654007e-11","3.62532471930987e-11","5.89985531722824e-11","4.79577027656228e-11","4.56634797387293e-11","4.61091463236544e-10","4.14801112983585e-11","7.15571006844859e-11","4.60209991840872e-11","4.77886959802467e-11","5.98286401631473e-11","5.8191007568098e-11","1.54664281382111e-10","1.82356352240731e-11"
"18","NONHSAG009700.3","chr11","lncRNA_cond","963","7.0531381041734e-33","1.00432840424945e-18","5.95807881334712e-32","1.13302026902181e-23","9.95927117775123e-17","1.19645772169e-16","1.74993110000428e-26","1.32567886610235e-23","3.25066580915418e-43","1.35082765382592e-28","2.38221260021172e-19","1.25846502908915e-17","8.2046825155219e-33","4.22586555151517e-42","4.0245190270148e-33","4.71089892582162e-18","4.47650184302117e-32","4.18869270043897e-23","3.41345198935775e-16","4.79527266898686e-16","4.18160549443637e-26","1.4167832462973e-22","8.97894742473008e-43","1.08778213528381e-28","9.74986132376986e-19","1.05776283908955e-17","4.49839093998184e-33","1.16726316469807e-41","1.36969024894178e-06","0.0134671701649241","6.48941346255574e-07","7.03322175506588e-06","0.00663784890453862","0.000559378356771978","0.00336314339787562","0.0918276585049432","4.48600361289747e-12","0.000129471111399323","0.0111390626021087","3.18734035875401e-05","1.53838658044648e-06","5.83173509483004e-11","2.60126139491496e-07","0.0113744856489404","1.31851310512822e-07","2.85265034043577e-06","0.00467391251724317","0.000339495581864816","0.00205062380017528","0.0909656909614895","2.84285240358359e-13","4.21082752778422e-05","0.00816732584188519","1.24682295498886e-05","2.990883332768e-07","3.69571040437222e-12","1.47525398035399e-22","6.98380903249107e-21","1.31564297059309e-22","9.18886418793801e-23","1.49308768562295e-22","1.22777703345512e-22","1.16813891526514e-22","1.17068434308434e-21","1.02618307741984e-22","1.81745788258124e-22","1.15520454420062e-22","1.21213934029334e-22","1.51203045943158e-22","1.47009862796327e-22","1.31332057452379e-22","6.21695199141742e-21","1.1770021822319e-22","8.13053720497101e-23","1.32178942860729e-22","1.07359311674099e-22","1.02434444205931e-22","1.03231802550482e-21","9.3065904505066e-23","1.60492036693606e-22","1.03120889764746e-22","1.07059691291701e-22","1.34279469257952e-22","1.30466196999442e-22","1.53744540907184e-32","1.86157111669026e-41"
"19","NONHSAG009701.2","chr11","lncRNA_cond","222","0.0376266162826977","0.25331387881242","0.0439443260265636","0.121670573710244","0.136061100266283","0.0129413758604886","0.0295995602768506","0.15602618870771","0.0415866865666449","0.0370577349291714","0.186824704426132","0.184210574787828","0.0376266162826978","0.0477140597979953","0.0590579416513948","0.346341081188657","0.0687754570738922","0.174302770149762","0.184638093243838","0.0188356593512976","0.0470079718499043","0.235357610623509","0.0668596167721237","0.0563392897465629","0.25624174436153","0.240354082884702","0.0590579416513947","0.0727259685667964","0.0571443580990241","0.354628380499349","0.0618501648052309","0.11500479188322","0.145691222426406","0.0359387111491295","0.0496395423079956","0.388223468372957","0.0388668003930394","0.0786525021399905","0.228953362087535","0.158049233434709","0.0571443580990246","0.0780991299502484","0.0605611425249327","0.396207586897043","0.066521020308283","0.132315801275836","0.157521991119613","0.0329619762130299","0.0506395406720419","0.413524964721959","0.0444409846377377","0.0793836126528836","0.255047721109583","0.170946638080373","0.0605611425249329","0.0819390930384735","0.0263789662695561","0.0776485329352963","0.0278145783992279","0.0411819529977539","0.0445123463436584","0.0266375848678033","0.0264991743324044","0.0545541963848764","0.0275811695253755","0.0257166530258419","0.0615443742372067","0.0546008437281192","0.0263789662695561","0.0347148652283956","0.0271541614192182","0.103679702185878","0.0288148712977011","0.0454828768919156","0.0478208252366458","0.0271519113195528","0.0270571823557028","0.0687864492252037","0.0289071877840893","0.026206108435827","0.072697632662752","0.0598568096953541","0.0271541614192182","0.0369241141048439","0.0394339339425613","0.0519610524385634"
"20","NONHSAG063125.1","chr11","lncRNA_cond","2258","7.70997553463405e-06","4.91277785334433e-09","0.00119816875936032","1.90441527796228e-08","5.76043130675759e-05","4.73133240051375e-06","0.000253508866748596","2.93827772602088e-09","0.000129137972878318","1.4535820602471e-06","4.63926700102896e-07","2.32549327537051e-06","9.23465048749538e-08","2.12811581690175e-08","2.20629208103148e-05","2.2053096512983e-08","0.00159741249005226","4.49525221534185e-08","0.000154099284939439","2.45077340933503e-05","0.000495848849718047","1.23247819504736e-08","0.000324296369673967","4.1207655149967e-06","1.66465522557011e-06","6.8620015201483e-06","3.26074830608894e-07","8.50326844492599e-08","0.646673031363893","0.0143716627615032","0.473055863644274","0.238445726964756","0.687481921161419","0.196259673322807","0.812850382930832","0.0323567327052088","0.920156005112186","0.469312861192223","0.167177465970103","0.176296061589898","0.219086534180343","0.120795372646385","0.545478837641931","0.00980059528995368","0.427764787873009","0.180404968374056","0.600222382161574","0.278410883542592","0.938164784094427","0.0234022942329848","0.979836450126257","0.379331270668995","0.121190233360649","0.146661141647738","0.164967920739486","0.116151306248157","2.32305716173909e-34","7.93766795737651e-34","7.53969064713004e-34","2.29241129119754e-34","1.97688810374326e-34","1.06488953403547e-34","3.25723176959736e-34","3.40837663044013e-33","1.82818201715509e-34","2.64406080435392e-34","1.63233903839933e-34","2.41454016250049e-34","2.39734622360047e-34","2.46414585040513e-34","2.63993028557841e-34","8.98549372438239e-34","8.56529119371579e-34","2.59392105383246e-34","2.24968901926644e-34","1.19486243249132e-34","3.6921390975824e-34","3.85952638655029e-33","2.08167209771107e-34","3.00204770809639e-34","1.86367392992634e-34","2.7555888912194e-34","2.72620632718868e-34","2.79551507968554e-34","7.41413395238739e-34","7.85817600211732e-34"
"21","NONHSAG063125.1","chr11","lncRNA_cond","2237","1.06846088335853e-10","3.22888744693447e-18","1.13029485715377e-08","6.77272762533151e-16","2.69263419094856e-09","4.07709641616561e-09","3.2813652689373e-08","6.97058261813337e-20","9.7226022423849e-08","1.23701361283339e-12","1.08912979836075e-12","1.2284225231895e-11","6.63826396701493e-14","8.86933116892301e-19","8.98351622960828e-10","1.70494736170289e-16","1.62535362937915e-08","4.30106111999315e-15","1.81891404327578e-08","4.10010120431516e-08","1.29157086410757e-07","5.98980899635492e-18","4.68817854644706e-07","1.37350731106753e-11","1.02668339449316e-11","1.24888660068731e-10","8.13140030889253e-13","7.49697005560273e-17","0.14923633904898","5.03367893719845e-05","0.0496342022214887","0.0197484236233362","0.114604612003022","0.249197708258046","0.365043315492611","0.000745819258675084","0.480017049983308","0.0775280873109604","0.00819154666645557","0.00739507261205506","0.0161633798264295","0.000601055977747844","0.102428319808085","2.07273058794314e-05","0.0357594398664891","0.0107362807691561","0.0792779853832293","0.354811098986012","0.266032669163454","0.000364123953393663","0.37777923099057","0.0496376760947659","0.00418931128685423","0.00463909675371335","0.00892659667388287","0.000251322077229554","1.66002891166714e-21","5.60605680428677e-21","5.33148599234845e-21","1.63621123740706e-21","1.41213283875593e-21","7.6160087085135e-22","2.32848885693186e-21","2.32740187986548e-20","1.3061392152186e-21","1.88942480709288e-21","1.16585474503639e-21","1.72164950292234e-21","1.71343418387703e-21","1.75908859781277e-21","1.88722931469259e-21","6.33515906049844e-21","6.04864137162489e-21","1.8515587564658e-21","1.60727000483005e-21","8.55052583471824e-22","2.64032116046905e-21","2.61491417093704e-20","1.48792614965166e-21","2.14603052626999e-21","1.33182337749715e-21","1.96473155322345e-21","1.94916769380066e-21","1.99609004192265e-21","5.29905920357225e-21","5.60435274410971e-21"
"22","NONHSAG063668.1","chr11","lncRNA_cond","495","5.44935149707936e-06","4.83031758873314e-07","0.0961724889979442","8.42280959973237e-08","2.0626675548676e-05","0.000166176421024209","0.0106731597476857","9.49275890687884e-06","9.12397625249353e-07","0.00178212528899136","1.35974068685328e-07","2.63573905076794e-07","1.02109451910108e-07","3.57884514468054e-07","8.66958808665494e-06","1.04564329553281e-06","0.0925186264879852","1.86155031371307e-07","3.01261867492858e-05","0.000238700367474172","0.0122617919996498","1.62447349474471e-05","1.60738215709687e-06","0.00215920418980883","2.43270955516407e-07","4.89109602173474e-07","2.40630029212791e-07","7.43872241582011e-07","0.403244289282808","0.29592225091818","0.210837439158013","0.24379724306737","0.545670404883443","0.538914455042967","0.822588324772778","0.490635822674909","0.175436297875142","0.45508786326858","0.220979540585199","0.248678181252254","0.10199969800107","0.315140083356655","0.366667686591592","0.269780381433301","0.223664175981621","0.226331900927319","0.516035017811787","0.524394330038371","0.849230877105567","0.465630586314992","0.149492358575178","0.462840852099417","0.190342026568256","0.212036127483676","0.0917433947449979","0.292812432985847","9.95106031032755e-12","7.30410660363644e-12","4.14297591039947e-10","6.94966778134367e-12","1.10591775049546e-11","1.27185688164921e-11","2.88238424949962e-11","9.67765842488449e-12","8.32369884441263e-12","2.61058389649577e-11","7.87146156368816e-12","8.32433637076256e-12","7.01098710906183e-12","1.04920516719176e-11","9.16067296165303e-12","6.90173733263578e-12","3.72039189512109e-10","6.55494003421701e-12","1.02546944193716e-11","1.18715370989941e-11","2.6950217290635e-11","9.06924388584675e-12","7.64176733633858e-12","2.42388130603392e-11","7.23802227178425e-12","7.63833870659699e-12","6.56835925387612e-12","9.76085878789945e-12","2.86186629949725e-11","3.03391756162341e-11"
"23","CATG00000007117.1","chr11","lncRNA_cond","1913","0.000125352169646695","5.83173433599744e-05","0.000314475886606701","2.52453420445965e-05","0.000137649089956449","1.41142604148041e-05","0.000129322770289131","0.000110701888957534","3.99562084382356e-05","0.000486642627462916","0.00120590696070531","0.00128314296507911","0.000125352169646695","6.51741190478283e-05","0.000194724750652459","0.000105407093677093","0.000440761487325062","7.94422163989166e-05","0.000229711425762927","2.52634358314007e-05","0.000203260084847362","0.00016201488867222","8.31264710253688e-05","0.000626866961961956","0.0024764994459234","0.00156238461819411","0.000194724750652463","0.0001246264924748","0.00109534226755488","0.000632370801959103","0.00109456444284286","0.000243923486635286","0.000620968075882501","1.26296443065801e-06","0.000906550414690467","0.000476384471295572","0.000872152763161224","0.00262533387333072","0.00253302445749085","0.000805799137373722","0.0010953422675549","1.60854397797117e-05","0.00103747530810466","0.000599746962190017","0.00106362575660216","0.000230232475288918","0.000651791198926373","1.8445008325948e-06","0.000879168923732938","0.000460280924509097","0.000808950778266355","0.00248951440245285","0.00283678131848203","0.000801860109530299","0.00103747530810479","2.3251133546065e-05","4.16957598867384e-26","2.74381006777811e-26","4.524018487342e-26","5.15749688884858e-26","3.9538172564596e-26","3.11499843953053e-26","3.92852046386625e-26","3.78336096064808e-26","4.33370116510307e-26","3.95424186097365e-26","4.67415805115226e-26","1.00692729829172e-25","4.16957598867384e-26","4.12860248095369e-26","4.74887157461703e-26","3.147470735955e-26","5.17091144203137e-26","5.96823742214768e-26","4.51123677971485e-26","3.58210422698805e-26","4.48431135590654e-26","4.35814553874403e-26","4.9324373808264e-26","4.50803111603742e-26","5.36005069101938e-26","1.15978083614238e-25","4.74887157461703e-26","4.72649069898338e-26","1.33212293397255e-25","1.32220864283436e-25"
